sep=,
178,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,6,5,12,5,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,6,5,5,22,5,21,6,5,6,6,6,5,5,6,6,6,21,5,6,5,5,6,5,5,6,6,6,5,6,5,6,6,5,6,6,6,6,5,5,6,21,5,6,6,21,6,6,6,5,6,5,6,5,6,5,21,6,5,6,6,6,6,6,5,6,5,22,21,6,6,21,6,21,6,21,6,5,21,6,6,6,6,5,6,21,6,21,21,21,6,5,22,6,6,6,6,5,6,21,6,5,6,5,6,5,6,21,6,5,6,6,6,6,21,6,5,21,5,6,7,6,6,21,6,21,6,5,21,6,6,6,5,6,6,5,5,6,21,6,5,6,6,5,6,6,6,6,5,6,6,6,6,5,6,5,6,5,22,6,6,6,6,8,5,21,6,6,6,5,6,6,6,5,6,5,6,5,21,6,6,5,6,6,8,5,6,5,6,6,6,6,6,5,5,6,7,5,5,6,5,6,21,21,6,6,6,6,5,6,5,6,5,6,5,6,6,6,5,5,6,6,5,6,6,21,5,22,6,6,6,6,21,5,5,6,6,5,6,6,6,5,6,6,21,21,6,6,6,6,5,6,5,5,6,6,5,6,21,21,6,5,6,6,6,6,21,5,6,6,6,21,6,6,6,5,22,6,5,6,5,6,6,6,6,6,6,5,6,5,21,6,6,6,5,6,6,6,6,6,5,6,6,5,5,22,5,6,6,6,6,6,7,6,6,6,5,6,6,6,6,21,6,6,24,5,6,21,6,21,21,6,6,6,6,21,6,5,5,6,6,5,5,5,6,5,6,5,5,6,6,5,5,6,21,6,6,5,6,6,5,6,5
6,6,5,21,6,21,6,6,6,6,5,6,6,5,6,6,6,5,6,21,6,5,6,5,5,6,6,5,6,6,5,21,6,22,5,6,5,6,21,6,6,5,6,5,6,5,6,5,22,5,6,5,5,6,5,6,6,5,5,6,21,6,5,6,5,5,6,6,6,5,6,6,5,5,5,21,6,5,6,6,5,22,6,6,5,6,6,5,5,6,6,5,6,6,21,6,5,6,6,5,6,5,6,6,6,6,21,5,5,21,21,6,5,6,6,5,6,5,6,6,6,6,24,21,6,5,6,6,6,5,5,5,6,21,6,22,5,5,6,6,6,5,8,6,6,5,5,21,6,6,5,6,6,5,7,6,6,21,21,5,6,5,5,6,6,21,6,6,6,5,5,6,6,6,5,6,6,5,6,5,6,21,6,21,6,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,21,6,5,6,5,6,21,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,5,5,6,6,6,5,6,21,6,5,6,6,6,6,5,22,5,6,6,5,5,5,6,5,21,5,22,6,5,21,5,6,6,21,6,21,6,6,6,6,6,5,6,6,6,5,6,5,21,5,5,6,6,5,5,6,7,5,6,6,5,21,22,6,6,5,6,6,6,6,5,6,6,5,6,5,6,5,6,6,6,5,6,6,5,21,6,6,6,6,5,6,21,6,5,22,6,6,5,6,21,6,6,21,6,6,21,21,6,5,21,5,6,5,6,22,6,5,5,6,6,21,5,6,6,5,6,6,5,5,21,6,5,6,6,21,5,21,22,21,5,5,6,6,5,6,6,6,5,5,22,6,5,5,6,6,5,6,21,6,6,6,6,5,6,6,6,5,5,6,6,5
6,6,5,6,5,6,5,5,6,5,21,6,21,5,6,5,6,6,21,6,6,6,6,6,6,5,5,6,6,6,5,6,6,6,5,6,6,6,5,6,6,21,6,5,6,7,5,6,5,5,6,6,5,5,6,6,5,5,15,5,6,6,6,6,5,6,6,5,6,6,6,5,6,5,6,5,5,6,5,6,6,21,6,5,5,6,5,6,5,6,6,6,6,6,6,6,21,6,5,6,6,6,6,6,21,5,6,5,6,5,6,8,6,6,5,6,21,6,5,5,6,6,5,21,22,6,5,5,6,6,5,5,6,6,6,5,5,22,6,6,21,6,6,7,18,6,6,6,5,6,6,6,5,5,6,6,5,5,6,5,6,5,5,6,6,5,6,5,6,6,6,6,5,6,6,5,6,21,6,6,6,6,6,6,5,6,6,5,6,6,21,6,6,6,23,6,5,6,6,21,22,5,6,6,21,6,5,9,5,6,6,5,6,21,6,6,6,6,6,5,22,5,5,6,5,5,5,6,6,6,6,6,5,22,5,21,5,6,5,5,6,6,5,6,6,6,6,21,6,5,6,6,6,5,5,6,5,5,6,6,6,5,6,5,5,22,6,5,6,3,6,6,5,6,6,5,6,5,6,6,21,5,6,21,6,6,5,22,6,6,5,6,22,5,6,21,6,6,6,6,6,5,6,5,6,5,6,5,21,6,6,6,6,6,6,5,6,6,5,22,6,5,24,6,5,6,6,21,6,5,6,5,6,6,6,6,21,9,5,6,6,6,6,6,5,6,5,6,6,6,21,6,5,21,6,5,6,6,6,21,6,6,6,6,5,6,21,22,6,6,6,6,6,6,6,6,6,21,6,21,5,6,6,6,6,6,5,6,6,6,5,21,5,6,5,6,6,6,21,22
5,6,6,6,6,21,6,6,6,6,6,6,6,5,5,5,5,6,6,22,6,5,6,6,6,5,6,5,6,5,6,6,6,6,7,5,6,21,6,6,6,6,5,6,6,6,5,22,5,6,5,6,5,6,6,21,5,6,6,6,21,6,21,6,22,5,21,6,5,5,6,6,6,6,5,21,6,6,6,6,6,5,6,6,6,23,6,5,6,22,6,21,6,5,6,6,6,5,6,23,6,21,6,21,21,6,6,6,5,6,6,5,21,6,6,6,21,7,5,5,6,5,6,6,5,5,21,22,5,5,5,24,5,5,6,5,21,6,6,5,21,6,21,6,6,5,6,5,6,7,5,6,5,6,5,22,6,22,5,21,6,22,5,6,5,22,6,6,6,6,6,6,6,6,6,6,21,6,5,6,5,24,5,6,6,5,6,6,21,6,6,6,21,6,6,5,6,5,5,6,6,5,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,5,6,21,6,5,6,6,21,6,6,7,6,6,6,21,5,6,6,22,6,21,6,6,6,5,6,5,6,6,6,5,6,5,5,22,6,5,6,5,6,6,6,6,21,6,21,6,5,5,6,6,6,5,6,6,5,5,6,21,21,9,5,6,6,6,5,21,5,6,6,5,6,6,6,5,7,5,6,21,6,5,6,6,6,5,5,6,6,6,6,21,6,5,6,5,6,6,6,5,6,6,6,21,6,6,5,6,7,5,6,6,6,5,6,5,5,21,6,21,5,5,6,5,6,6,22,5,6,6,6,6,5,6,6,6,5,5,6,5,6,6,5,5,6,5,6,5,6,5,6,21,6,5,6,22,6,5,21,6,5,6,6,6,6,6,21,5,6,6,6,6,6,21,6,5,6,5,6,6,6,6,5,6
5,6,5,6,21,6,5,23,6,6,5,6,6,6,6,5,6,5,6,5,6,6,6,5,6,6,6,5,6,5,6,5,21,6,6,6,6,6,6,6,5,6,5,5,6,6,5,6,6,6,5,6,6,5,5,21,5,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,6,6,6,5,22,5,6,21,21,5,6,6,7,6,5,5,6,6,6,6,5,6,22,5,6,6,5,6,6,6,5,5,6,6,21,6,6,21,6,5,6,5,22,5,6,6,6,6,6,6,6,5,22,5,6,5,5,6,6,6,5,5,6,5,6,6,6,5,6,6,5,21,6,6,6,6,6,22,6,6,5,5,6,22,5,21,6,6,5,6,5,6,5,6,6,22,22,21,6,6,6,6,21,6,22,5,6,6,6,6,6,6,6,5,21,6,5,6,5,22,6,5,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,7,6,5,6,6,5,21,6,5,5,22,21,21,6,6,21,5,6,6,5,6,6,6,21,6,6,6,5,5,6,6,5,7,6,5,6,6,21,22,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,11,6,6,5,6,6,6,6,21,6,6,5,6,6,6,6,5,21,6,6,6,5,21,6,6,6,22,21,6,6,6,5,5,6,5,6,6,21,21,6,6,5,6,6,6,5,5,22,6,5,6,5,6,5,6,6,5,21,6,5,6,5,6,6,6,6,6,21,5,6,5,7,5,6,6,6,6,6,5,6,21,6,5,22,6,6,5,6,6,8,5,5,22,5,5,21,6,6,21,22,6,5,6,6,6,6,6,12,6,5,6,5,5,6,6,6,5,6,5,6,6,5,6,6,6,5,21,6,5
6,5,5,5,6,5,22,7,6,6,5,6,6,5,6,6,6,5,6,6,6,5,6,21,21,5,6,21,6,5,6,5,6,6,6,5,6,5,6,22,6,5,6,6,6,21,6,6,6,6,6,6,6,6,6,6,5,6,6,6,21,22,5,6,21,6,6,6,6,5,6,6,6,21,6,6,6,22,5,6,5,6,5,2,5,6,21,6,5,5,6,5,6,21,5,6,22,21,5,5,6,5,6,5,24,5,21,6,6,6,5,6,21,6,5,6,6,6,6,6,6,6,5,6,6,6,5,6,22,5,6,6,21,6,21,5,5,6,6,22,5,21,6,21,6,6,5,6,5,6,6,21,6,21,6,6,6,6,5,5,22,6,5,6,6,6,5,6,6,5,22,21,21,5,6,6,5,21,22,6,5,6,5,5,6,5,6,7,6,5,6,5,6,5,6,5,6,5,6,5,6,6,21,6,6,5,6,6,6,21,6,5,21,6,6,21,6,6,5,6,6,5,6,5,21,6,6,5,22,6,6,5,6,7,6,6,5,6,21,6,5,6,5,21,6,6,6,6,6,5,6,6,23,6,5,5,6,6,6,21,5,6,5,21,6,7,6,22,5,5,6,6,5,5,6,6,21,5,21,6,6,5,6,6,21,6,6,6,5,6,6,6,5,6,6,21,6,6,6,21,22,5,6,6,22,5,22,6,21,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,5,5,6,5,6,5,5,5,6,6,5,6,21,6,5,6,6,6,6,6,6,6,5,6,22,5,5,6,6,6,6,6,21,21,5,6,5,6,6,6,21,6,5,6,6,5,5,6,5,6,5,22,22,5,6,6,6,5,5,21,6,6,6,5,6,21,6,21,6,6,6
21,6,5,5,6,6,6,6,6,21,6,21,5,21,5,6,5,5,6,5,6,6,5,5,5,6,6,21,5,6,5,6,21,6,6,6,6,5,22,6,5,6,5,6,21,22,6,6,6,21,6,21,6,21,6,6,6,7,6,6,5,6,6,6,5,21,5,6,5,22,6,6,5,5,5,5,6,6,6,5,6,21,6,6,21,6,21,6,5,12,-2,18,9,8,0,10,8,0,0,18,18,8,8,18,18,8,8,2,8,8,8,10,8,8,0,8,8,8,8,8,8,8,8,18,8,8,11,8,8,9,10,9,8,8,0,8,10,8,10,10,8,8,8,8,8,10,10,8,8,10,8,10,11,8,10,8,8,10,10,8,8,9,8,8,8,10,8,10,10,10,8,8,10,9,8,10,8,8,10,9,10,10,10,8,10,10,10,11,10,10,10,10,8,10,10,10,10,8,8,8,8,8,10,8,9,10,9,10,10,10,10,10,10,8,8,10,10,10,10,10,11,10,10,10,10,11,10,6,5,6,6,7,8,18,8,8,11,10,10,10,10,11,8,9,10,10,10,11,10,10,10,11,10,8,9,9,8,8,10,10,11,8,10,10,10,9,10,10,8,16,5,6,5,6,12,6,21,6,9,8,10,10,11,10,10,18,8,8,8,8,8,8,10,20,8,10,10,10,8,10,8,10,8,16,5,6,6,28,6,5,5,5,5,6,12,6,21,18,12,6,6,6,28,6,5,22,12,6,6,12,6,5,28,6,5,10,6,12,6,6,6,13,6,21,6,6,5,6,6,6,18,8,18,8,8,8,10,8,11,10,10,10,16,5,6,6,5,5,7,6,10,6,5,6,5,6,6,5,6,12,6,5,6,6,6,14,8,8,10,8,9,5,22,5,6,5,6,5,13,6
28,7,6,6,5,6,6,13,21,5,6,5,21,12,5,6,6,5,20,16,5,6,5,12,6,5,6,21,6,5,13,21,5,6,6,6,28,6,6,6,6,5,12,21,6,5,5,5,22,19,8,5,21,6,5,5,6,6,12,6,21,5,6,6,5,5,22,12,6,6,28,6,5,6,5,5,6,6,7,18,10,11,5,6,6,5,5,6,6,12,6,6,6,6,5,13,6,6,5,22,6,28,6,6,6,21,6,12,5,5,10,10,8,10,8,18,10,10,6,6,6,5,6,21,6,6,6,5,6,7,5,6,11,21,21,5,5,6,12,6,5,6,5,5,7,8,11,15,3,5,6,5,6,21,5,6,6,6,22,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,6,5,7,18,8,8,23,6,6,5,6,12,6,5,6,5,5,12,21,5,13,5,6,10,6,6,5,6,6,13,6,6,6,5,22,21,9,10,8,9,10,6,6,6,6,6,22,5,12,6,6,6,5,5,7,6,21,9,5,6,21,6,5,5,5,6,6,5,5,6,7,10,19,5,6,5,6,6,6,5,6,6,5,6,12,6,21,12,6,5,6,5,6,5,6,6,6,5,21,6,6,7,10,9,10,8,9,10,10,16,5,6,5,6,6,6,5,22,5,5,12,5,6,6,6,5,6,5,5,6,6,6,12,6,5,8,12,7,11,20,6,5,6,6,6,6,21,6,12,6,6,28,6,5,6,5,6,6,5,5,6,6,5,5,21,5,6,6,6,6,6,8,8,8,10,11,10,8,10,10,10,8,10,16,6,5,6,5,6,5,6,5,6,6,21,6,6,5,6,11,3,6,6,6,5,21,7,10,10,7,6,5,6,6,6,6,6,5,6,21,13,21,6,6,5
6,6,21,6,6,6,5,5,5,6,5,21,6,6,6,5,7,6,5,21,6,21,6,21,6,6,6,6,6,21,5,6,6,6,6,6,5,5,5,22,6,6,21,6,6,5,22,5,6,24,6,6,21,6,6,6,21,6,5,6,5,6,5,6,5,6,22,5,6,6,6,6,21,6,5,21,6,5,6,5,6,24,21,6,6,5,6,21,6,5,6,5,6,5,6,6,6,6,5,6,22,5,6,6,5,5,5,6,6,5,6,6,5,7,21,5,6,6,5,6,6,6,6,6,6,5,6,5,21,5,6,6,21,6,5,6,21,6,5,6,5,5,21,6,6,7,6,6,21,6,5,6,21,22,5,6,5,6,5,6,5,6,5,6,6,21,21,6,5,22,6,6,21,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,21,6,6,5,6,6,6,5,6,6,6,6,6,5,22,21,5,5,6,6,6,6,7,6,21,6,6,21,5,6,5,6,5,6,6,6,5,6,6,6,21,6,5,6,6,5,6,6,5,5,22,6,5,6,6,5,6,6,22,6,5,6,5,6,5,6,6,6,6,6,6,5,6,5,6,6,5,6,21,5,6,6,5,6,21,6,6,6,6,6,6,21,6,6,5,6,6,6,5,6,6,5,5,6,5,5,6,21,6,5,21,6,21,5,5,6,6,6,6,6,5,6,6,6,5,6,5,6,5,22,5,5,5,6,5,6,6,5,6,5,21,6,5,6,6,6,5,6,6,21,5,7,5,6,6,5,6,5,6,5,6,6,5,6,21,5,6,6,6,6,6,6,6,5,22,6,21,5,5,6,5,21,6,6,5,6,6,6,5,6,6,5,21,6,5,21,22,5,6,5,6,8,21,6,6,6,6,5,6,6,5
6,5,6,6,21,7,5,6,6,6,5,21,6,6,6,5,22,5,6,21,5,6,7,6,6,6,5,5,6,6,5,5,6,6,21,6,6,7,5,6,6,6,5,6,6,6,21,22,6,6,6,6,6,21,6,6,6,5,6,5,6,22,6,5,5,6,5,21,6,7,6,5,6,5,5,6,6,5,22,6,21,5,6,6,6,6,6,5,22,6,6,5,5,6,6,21,6,6,6,6,5,6,21,6,21,5,6,6,5,6,21,6,6,6,6,5,6,5,6,6,21,6,21,6,5,6,6,6,5,6,5,5,6,7,6,5,22,5,6,5,5,6,5,5,6,6,6,21,21,6,21,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,5,6,6,5,5,21,6,6,5,5,21,6,21,5,22,6,22,21,6,5,5,5,6,5,6,6,5,5,6,6,6,6,5,5,6,5,6,6,5,6,6,6,5,5,6,21,21,6,6,5,5,6,21,6,6,5,6,6,5,5,6,6,6,7,5,21,6,6,5,22,21,6,6,21,6,6,5,6,6,5,6,5,5,6,6,5,5,6,6,6,6,21,6,5,6,5,6,5,21,5,6,6,6,6,22,5,6,21,6,6,6,6,6,6,21,6,5,6,6,6,21,5,5,6,5,6,6,6,5,6,6,5,6,6,6,21,6,6,5,6,6,5,6,6,5,6,6,5,6,5,6,5,6,6,6,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,6,6,6,5,6,6,5,6,6,6,5,5,6,6,5,6,5,6,5,5,6,5,6,5,6,6,5,21,6,6,6,6,6,6,6,21,6,6,5,22,21,6,21,5,5,5,6,5,6,6,21,22,5,7,5,5,6,6,22,6,6,5,5
